"repository","owner","name_with_owner","url","homepage_url","description","stars","forks","disk_usage","is_fork","is_mirror","is_private","is_archived","is_template","has_issues_enabled","has_projects_enabled","has_wiki_enabled","merge_commit_allowed","rebase_merge_allowed","squash_merge_allowed","created_at","updated_at","pushed_at"
"GDX-Analytics-Looker-Google-MyBusiness","bcgov","bcgov/GDX-Analytics-Looker-Google-MyBusiness","https://github.com/bcgov/GDX-Analytics-Looker-Google-MyBusiness","","GDX Analytics Looker project to integrate the Google MyBusiness API for Location Insights","0","0","36","false","false","false","false","false","true","true","true","true","true","true","2019-07-09T23:10:22Z","2021-04-15T05:47:50Z","2021-04-15T05:47:48Z"
"eagle-reports","bcgov","bcgov/eagle-reports","https://github.com/bcgov/eagle-reports","","Storage for reports code - RC #falcon-general","1","5","31","false","false","false","false","false","true","true","true","true","true","true","2019-07-16T17:05:30Z","2020-06-01T18:50:33Z","2020-06-01T18:50:31Z"
"EDUC-ISFS","bcgov","bcgov/EDUC-ISFS","https://github.com/bcgov/EDUC-ISFS","","Independent School Financial System","0","0","26510","false","false","false","false","false","true","true","true","true","true","true","2019-07-16T19:02:59Z","2021-01-04T16:16:38Z","2020-08-31T22:54:18Z"
"EDUC-STUDENTSUCCESS","bcgov","bcgov/EDUC-STUDENTSUCCESS","https://github.com/bcgov/EDUC-STUDENTSUCCESS","","Code base for https://studentsuccess.gov.bc.ca","0","0","17119","false","false","false","false","false","true","true","true","true","true","true","2019-07-16T21:06:49Z","2021-02-18T21:44:22Z","2021-05-07T11:29:31Z"
"vc-authn-oidc","bcgov","bcgov/vc-authn-oidc","https://github.com/bcgov/vc-authn-oidc","","","60","36","1254","false","false","false","false","false","true","true","true","true","true","true","2019-07-17T22:51:42Z","2021-05-04T19:26:30Z","2021-04-08T15:31:27Z"
"iamp-apps-configs","bcgov","bcgov/iamp-apps-configs","https://github.com/bcgov/iamp-apps-configs","","","0","0","18","false","false","false","false","false","true","true","true","true","true","true","2019-07-18T20:05:12Z","2019-07-22T18:03:39Z","2020-01-17T00:49:34Z"
"bcparis-service","bcgov","bcgov/bcparis-service","https://github.com/bcgov/bcparis-service","","BCParis API is a restful API that accepts Driver, Vehicle and POR (Protection Order Registry) queries","2","8","675","false","false","false","false","false","true","true","true","true","true","true","2019-07-18T20:15:22Z","2021-03-22T15:23:07Z","2021-03-22T15:23:04Z"
"nr-showcase-devops-tools","bcgov","bcgov/nr-showcase-devops-tools","https://github.com/bcgov/nr-showcase-devops-tools","","A manual setup of tools installed by that application team which is specifically stood up (self hosted) and configured to provide a CICD pipeline for their application.","0","3","84","false","false","false","false","false","true","true","true","true","true","true","2019-07-19T19:53:54Z","2021-04-08T23:36:55Z","2021-04-08T23:36:53Z"
"nr-showcase-devops-tools-demo-sq","bcgov","bcgov/nr-showcase-devops-tools-demo-sq","https://github.com/bcgov/nr-showcase-devops-tools-demo-sq","https://github.com/bcgov/nr-showcase-devops-tools","Demonstration of the nr-showcase-devops-tools pipeline","0","1","60","false","false","false","true","false","true","true","false","true","true","true","2019-07-19T20:09:19Z","2021-01-28T00:38:57Z","2021-01-28T00:38:03Z"
"gatsby-source-matomo","bcgov","bcgov/gatsby-source-matomo","https://github.com/bcgov/gatsby-source-matomo","","Retrieves Matomo analytics information so that it can be leveraged from within you application","0","0","292","false","false","false","false","false","true","true","true","true","true","true","2019-07-19T22:47:52Z","2020-03-03T23:01:05Z","2021-03-30T20:56:44Z"
"jrcc-sample-app","bcgov","bcgov/jrcc-sample-app","https://github.com/bcgov/jrcc-sample-app","","","0","0","58","false","false","false","false","false","true","true","true","true","true","true","2019-07-22T06:36:18Z","2019-07-22T06:56:00Z","2021-01-21T00:06:16Z"
"rocketgate","bcgov","bcgov/rocketgate","https://github.com/bcgov/rocketgate","","A GraphQL-based gateway to interact with Rocket.Chat.  Initally providing search functionality.","0","0","261","false","false","false","false","false","true","true","true","true","true","true","2019-07-22T23:57:33Z","2020-10-21T20:00:40Z","2020-10-21T20:00:37Z"
"gatsby-source-github-raw","bcgov","bcgov/gatsby-source-github-raw","https://github.com/bcgov/gatsby-source-github-raw","","A Gatsby Source Plugin that leverages Github V3 Contents API","0","1","487","false","false","false","false","false","true","true","true","true","true","true","2019-07-25T21:14:18Z","2021-02-18T00:20:37Z","2021-03-30T21:15:12Z"
"native-species-rank-indicator","bcgov","bcgov/native-species-rank-indicator","https://github.com/bcgov/native-species-rank-indicator","","R scripts to track rank changes in native species for Environmental Reporting BC","1","0","185","false","false","false","false","false","true","true","true","true","true","true","2019-07-26T18:18:13Z","2020-12-16T23:16:15Z","2020-12-16T23:16:12Z"
"orgbook-configurations","bcgov","bcgov/orgbook-configurations","https://github.com/bcgov/orgbook-configurations","","Build and Deployment Configurations for the Indy-Catalyst version of the OrgBook","1","8","697","false","false","false","false","false","true","true","true","true","true","true","2019-07-26T23:11:42Z","2021-03-12T14:33:52Z","2021-05-06T18:19:30Z"
"cas-ggircs-ciip-2018-schema","bcgov","bcgov/cas-ggircs-ciip-2018-schema","https://github.com/bcgov/cas-ggircs-ciip-2018-schema","","Data schema for the CleanBC Industrial Incentives Program - 2018 data","0","0","78","false","false","false","true","false","true","false","true","true","true","true","2019-07-29T17:15:10Z","2021-02-12T20:06:46Z","2021-01-27T11:13:34Z"
"cas-ciip-portal","bcgov","bcgov/cas-ciip-portal","https://github.com/bcgov/cas-ciip-portal","https://ciip.gov.bc.ca/","The Climate Action Secretariat's CleanBC Industrial Incentive Program application","9","2","25991","false","false","false","false","false","true","false","true","true","false","false","2019-07-29T19:24:33Z","2021-05-07T23:02:18Z","2021-05-07T23:02:17Z"
"fwben","bcgov","bcgov/fwben","https://github.com/bcgov/fwben","","","1","0","1637","false","false","false","false","false","true","true","true","true","true","true","2019-07-30T21:40:34Z","2021-04-15T13:23:11Z","2021-04-30T22:06:17Z"
"drake-example","bcgov","bcgov/drake-example","https://github.com/bcgov/drake-example","","A home for developing a demo or lesson for using the drake package for R workflows","5","1","338","false","false","false","false","false","true","true","true","true","true","true","2019-07-31T22:58:16Z","2021-03-26T16:02:34Z","2021-03-26T16:02:31Z"
"cas-pipeline","bcgov","bcgov/cas-pipeline","https://github.com/bcgov/cas-pipeline","","A collection of make functions used to compose pipelines","0","0","208","false","false","false","false","false","true","true","true","true","true","true","2019-08-01T21:27:21Z","2021-03-05T18:50:19Z","2021-03-05T18:50:18Z"
"cas-metascript","bcgov","bcgov/cas-metascript","https://github.com/bcgov/cas-metascript","","","0","0","388","false","false","false","false","false","true","true","true","true","true","true","2019-08-01T23:08:44Z","2020-05-29T20:06:24Z","2020-01-17T00:35:54Z"
"bc-sans","bcgov","bcgov/bc-sans","https://github.com/bcgov/bc-sans","","Npm package for official bc gov web font","0","1","1437","false","false","false","false","false","true","true","true","true","true","true","2019-08-02T16:14:30Z","2020-05-25T21:19:25Z","2020-01-17T00:33:08Z"
"ols-geocoder","bcgov","bcgov/ols-geocoder","https://github.com/bcgov/ols-geocoder","","Physical Address Geocoder","1","4","3020","false","false","false","false","true","true","true","true","true","true","true","2019-08-02T22:41:25Z","2021-05-03T18:34:07Z","2021-05-07T23:30:45Z"
"forageConversionTool","bcgov","bcgov/forageConversionTool","https://github.com/bcgov/forageConversionTool","","Range branch tool for processing forage clipping data - standardizing species names and reformatting for analysis","0","0","12","false","false","false","false","false","true","true","true","true","true","true","2019-08-06T21:55:03Z","2019-08-07T20:08:49Z","2021-04-20T18:27:03Z"
"cas-ggircs-metabase-build","bcgov","bcgov/cas-ggircs-metabase-build","https://github.com/bcgov/cas-ggircs-metabase-build","","Pipeline configs for cas-ggircs-metabase","0","0","64","false","false","false","true","false","true","true","true","true","true","true","2019-08-07T22:47:24Z","2020-09-29T15:59:41Z","2020-07-24T11:13:14Z"
"aries-cloudagent-container","bcgov","bcgov/aries-cloudagent-container","https://github.com/bcgov/aries-cloudagent-container","","Runnable Docker image for the Hyperledger Aries Cloudagent","3","7","91","false","false","false","false","false","true","true","true","true","true","true","2019-08-09T19:50:49Z","2021-02-26T15:50:51Z","2021-02-26T15:50:48Z"
"new2Q-reports","bcgov","bcgov/new2Q-reports","https://github.com/bcgov/new2Q-reports","","QGIS based reporting plugin","1","2","4804","false","false","false","false","false","true","true","true","true","true","true","2019-08-12T21:13:40Z","2021-01-15T00:17:17Z","2021-01-14T23:54:26Z"
"census_geography_bc","bcgov","bcgov/census_geography_bc","https://github.com/bcgov/census_geography_bc","","R scripts for working with Statistics Canada's Census geography files","1","0","20","false","false","false","false","false","true","true","true","true","true","true","2019-08-14T19:00:00Z","2021-04-15T13:46:32Z","2021-04-15T13:46:29Z"
"ols-util","bcgov","bcgov/ols-util","https://github.com/bcgov/ols-util","","Utilities used by the BC Geocoder and Router","0","1","74","false","false","false","false","false","true","true","true","true","true","true","2019-08-14T21:14:35Z","2021-03-11T21:49:17Z","2021-03-11T21:49:53Z"
"GDX-Analytics-Looker-Google-MyBusiness-ServiceBC","bcgov","bcgov/GDX-Analytics-Looker-Google-MyBusiness-ServiceBC","https://github.com/bcgov/GDX-Analytics-Looker-Google-MyBusiness-ServiceBC","","GDX Analytics Looker project to integrate the Google MyBusiness API for Location Insights from Service BC locations","0","0","53","false","false","false","false","false","true","true","true","true","true","true","2019-08-14T23:27:44Z","2021-04-15T05:49:29Z","2021-04-15T05:49:27Z"
"cas-ggircs-ciip-2018-extract","bcgov","bcgov/cas-ggircs-ciip-2018-extract","https://github.com/bcgov/cas-ggircs-ciip-2018-extract","","This project extracts information from the 2018 CIIP application forms and saves it to the database defined in bcgov/cas-ggircs-ciip-2018-schema","0","0","154","false","false","false","false","false","true","true","true","true","true","true","2019-08-16T23:25:34Z","2021-05-02T15:27:46Z","2021-03-02T19:02:15Z"
"common-hosted-email-service","bcgov","bcgov/common-hosted-email-service","https://github.com/bcgov/common-hosted-email-service","https://bcgov.github.io/common-hosted-email-service/","CHES - Powered by NodeMailer (a shared library)","1","5","1630","false","false","false","false","false","true","true","true","true","true","true","2019-08-17T01:06:17Z","2021-05-07T22:21:36Z","2021-05-07T22:21:41Z"
"bcparis-apps-configs","bcgov","bcgov/bcparis-apps-configs","https://github.com/bcgov/bcparis-apps-configs","","","0","1","39","false","false","false","false","false","true","true","true","true","true","true","2019-08-19T18:07:21Z","2019-12-18T20:24:11Z","2020-01-17T00:34:33Z"
"bcws-psu-research","bcgov","bcgov/bcws-psu-research","https://github.com/bcgov/bcws-psu-research","","research software to support BCWS FTL MVP project and collaborations with BCWS PSU (Predictive Services Unit), CITZ DSP (Data Science Partnerships Program) and TRU (U. Thompson Rivers) for studies in wildfire management decision-making support","4","0","84379","false","false","false","false","false","true","true","true","true","true","true","2019-08-19T18:31:22Z","2021-04-30T04:05:37Z","2021-04-30T04:05:35Z"
"eagle-common-components","bcgov","bcgov/eagle-common-components","https://github.com/bcgov/eagle-common-components","","Bitmap","0","1","6","false","false","false","false","false","true","true","true","true","true","true","2019-08-19T22:15:29Z","2020-07-02T22:03:29Z","2020-07-02T22:03:37Z"
"searchgate","bcgov","bcgov/searchgate","https://github.com/bcgov/searchgate","","A GraphQL-based search aggregator for performing searches across multiple search backends.","0","0","456","false","false","false","true","false","true","true","true","true","true","true","2019-08-20T21:14:50Z","2020-12-30T19:17:13Z","2020-12-30T00:15:41Z"
"ocwa-file-scanner","bcgov","bcgov/ocwa-file-scanner","https://github.com/bcgov/ocwa-file-scanner","","","0","0","26","false","false","false","false","false","true","true","true","true","true","true","2019-08-21T22:56:24Z","2020-04-20T18:20:26Z","2020-01-17T00:31:21Z"
"EDUC-CURRI","bcgov","bcgov/EDUC-CURRI","https://github.com/bcgov/EDUC-CURRI","","Old version of Curriculum.gov.bc.ca Theme","0","0","8812","false","false","false","false","false","true","true","true","true","true","true","2019-08-22T17:17:31Z","2020-12-17T15:44:30Z","2020-12-15T22:10:44Z"
"url-filter-proxy","bcgov","bcgov/url-filter-proxy","https://github.com/bcgov/url-filter-proxy","","","0","0","16","false","false","false","false","false","true","true","true","true","true","true","2019-08-27T17:31:30Z","2020-04-20T18:24:39Z","2020-01-17T00:53:08Z"
"gitlab-keycloak-group-sync","bcgov","bcgov/gitlab-keycloak-group-sync","https://github.com/bcgov/gitlab-keycloak-group-sync","","","2","0","50","false","false","false","false","false","true","true","true","true","true","true","2019-08-27T17:33:37Z","2021-03-31T18:10:08Z","2020-04-01T23:16:09Z"
"asdm-postgres","bcgov","bcgov/asdm-postgres","https://github.com/bcgov/asdm-postgres","","","1","0","65","false","false","false","false","false","true","true","true","true","true","true","2019-08-27T17:35:36Z","2020-04-20T17:51:21Z","2020-01-17T00:32:00Z"
"git-sae-ops","bcgov","bcgov/git-sae-ops","https://github.com/bcgov/git-sae-ops","","","0","0","646","false","false","false","false","false","true","true","true","true","true","true","2019-08-27T19:02:57Z","2019-08-27T19:03:35Z","2020-06-27T05:05:31Z"
"digital-marketplace","bcgov","bcgov/digital-marketplace","https://github.com/bcgov/digital-marketplace","","The Digital Marketplace is intended to be a microservices application supporting digital innovation and procurement services for the province of British Columbia.","0","0","46","false","false","false","true","false","true","true","true","true","true","true","2019-08-28T18:37:37Z","2020-10-02T21:27:06Z","2020-01-17T00:39:59Z"
"von-bc-registries-agent-configurations","bcgov","bcgov/von-bc-registries-agent-configurations","https://github.com/bcgov/von-bc-registries-agent-configurations","","Build and Deployment Configurations for the Indy-Catalyst version of the BC Registries Agent","0","5","395","false","false","false","false","false","true","true","true","true","true","true","2019-08-29T14:33:34Z","2021-03-03T23:10:59Z","2021-05-06T22:58:16Z"
"GDX-Analytics-Looker-CleanBC","bcgov","bcgov/GDX-Analytics-Looker-CleanBC","https://github.com/bcgov/GDX-Analytics-Looker-CleanBC","","The GDX Analytics LookML project to support the CleanBC Better Homes Project","0","0","24","false","false","false","false","false","true","true","true","true","true","true","2019-09-06T07:34:49Z","2020-09-11T16:37:32Z","2021-04-06T20:58:42Z"
"law-society-demo","bcgov","bcgov/law-society-demo","https://github.com/bcgov/law-society-demo","","Proof-of-concept for authenticating to a website using Keycloak and vc-authn-oidc","1","8","2466","false","false","false","false","false","true","true","true","true","true","true","2019-09-09T17:05:18Z","2021-05-03T23:48:32Z","2021-05-03T23:49:34Z"
"Skeena_ESI_Wetlands","bcgov","bcgov/Skeena_ESI_Wetlands","https://github.com/bcgov/Skeena_ESI_Wetlands","","Code for assigning attributes to Skeena ESI wetlands","2","0","11","false","false","false","false","false","true","true","true","true","true","true","2019-09-09T17:50:50Z","2019-09-23T19:59:46Z","2020-02-19T18:26:14Z"
"cap-eagle-admin","bcgov","bcgov/cap-eagle-admin","https://github.com/bcgov/cap-eagle-admin","","CAP fork of eagle-admin","0","3","3151","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T16:52:50Z","2020-04-15T01:28:33Z","2020-04-15T01:28:30Z"
"cap-eagle-public","bcgov","bcgov/cap-eagle-public","https://github.com/bcgov/cap-eagle-public","","CAP fork of eagle-public","0","4","2780","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T16:53:24Z","2020-04-15T01:30:21Z","2020-04-15T01:30:22Z"
"cap-eagle-dev-guides","bcgov","bcgov/cap-eagle-dev-guides","https://github.com/bcgov/cap-eagle-dev-guides","","CAP fork of eagle-dev-guides","0","3","931","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T16:53:59Z","2020-04-15T01:31:02Z","2020-04-15T01:31:03Z"
"cap-eagle-api","bcgov","bcgov/cap-eagle-api","https://github.com/bcgov/cap-eagle-api","","CAP fork of eagle-api","0","3","72908","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T16:58:13Z","2020-04-15T01:27:13Z","2020-04-15T01:27:10Z"
"ckanext-bcgov-schema","bcgov","bcgov/ckanext-bcgov-schema","https://github.com/bcgov/ckanext-bcgov-schema","","Custom Schema used by BCDC","0","0","189","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T17:04:56Z","2021-04-27T19:50:22Z","2021-04-27T19:50:19Z"
"cap-eagle-helper-pods","bcgov","bcgov/cap-eagle-helper-pods","https://github.com/bcgov/cap-eagle-helper-pods","","CAP fork of eagle-helper-pods","0","3","281","false","false","false","false","false","true","true","true","true","true","true","2019-09-10T17:05:52Z","2020-04-15T01:29:05Z","2020-04-15T01:29:02Z"
"EDUC-PASS","bcgov","bcgov/EDUC-PASS","https://github.com/bcgov/EDUC-PASS","","","1","0","26","false","false","false","false","false","true","true","true","true","true","true","2019-09-11T21:21:50Z","2020-04-17T20:48:30Z","2020-04-17T20:48:41Z"
"ds-cop-intro-to-r","bcgov","bcgov/ds-cop-intro-to-r","https://github.com/bcgov/ds-cop-intro-to-r","https://bcgov.github.io/ds-cop-intro-to-r/","Lessons for a 1-day Introduction to Data Science using R Workshop","4","0","18236","false","false","false","false","false","true","true","true","true","true","true","2019-09-12T19:03:54Z","2020-11-03T22:59:37Z","2020-11-03T22:59:35Z"
"moh-prime","bcgov","bcgov/moh-prime","https://github.com/bcgov/moh-prime","","Ministry of Health PharmaNet Revisions for Information Management Enhancements (PRIME)","9","6","59922","false","false","false","false","false","true","true","true","false","false","true","2019-09-17T16:40:36Z","2021-05-07T09:25:31Z","2021-05-07T23:07:58Z"
"docugate","bcgov","bcgov/docugate","https://github.com/bcgov/docugate","","An Apollo graphql api that interfaces with the Documizer search API","0","0","648","false","false","false","false","false","true","true","true","true","true","true","2019-09-24T20:56:04Z","2020-10-21T22:43:19Z","2021-01-05T14:46:05Z"
"fams3","bcgov","bcgov/fams3","https://github.com/bcgov/fams3","","For Orchestrating People Search ","1","5","3516","false","false","false","false","false","true","true","true","true","true","true","2019-09-26T15:54:32Z","2021-04-22T23:42:54Z","2021-05-07T18:54:33Z"
"bcgov-r-geo-workshop","bcgov","bcgov/bcgov-r-geo-workshop","https://github.com/bcgov/bcgov-r-geo-workshop","","Some lessons & resources supporting an R geospatial workshop & hackathon ","22","10","436889","false","false","false","false","false","true","true","true","true","true","true","2019-09-27T20:52:02Z","2021-01-19T19:23:35Z","2020-11-03T23:03:40Z"
"ExitSurveyAdmin","bcgov","bcgov/ExitSurveyAdmin","https://github.com/bcgov/ExitSurveyAdmin","","The Exit Survey Administration Tool will assist BC Stats in administering the BCPS Exit Survey.","3","2","1834","false","false","false","false","false","true","true","true","true","true","true","2019-09-27T21:24:20Z","2021-04-22T23:35:43Z","2021-04-22T23:35:56Z"
"ppr-deprecated","bcgov","bcgov/ppr-deprecated","https://github.com/bcgov/ppr-deprecated","","deprecated-Personal Property Registry","2","10","7623","false","false","false","false","false","true","true","false","true","true","true","2019-09-30T18:09:45Z","2021-01-25T21:24:35Z","2021-03-03T05:17:37Z"
"mhr","bcgov","bcgov/mhr","https://github.com/bcgov/mhr","","Manufactured Home Registry","0","0","0","false","false","false","false","false","true","true","true","true","true","true","2019-09-30T18:11:48Z","2019-09-30T18:11:48Z","2019-09-30T18:11:49Z"
"pssg-psd-css","bcgov","bcgov/pssg-psd-css","https://github.com/bcgov/pssg-psd-css","","PSSG Police Services Division - Community Safety System","0","3","4796","false","false","false","false","false","true","true","true","true","true","true","2019-10-02T18:02:20Z","2021-03-12T01:21:05Z","2021-04-30T10:23:59Z"
"moh-bcp","bcgov","bcgov/moh-bcp","https://github.com/bcgov/moh-bcp","","MOH Business Cost Premium Application","1","2","65117","false","false","false","false","false","true","true","true","true","true","true","2019-10-03T17:44:27Z","2021-01-04T17:48:20Z","2021-04-30T09:29:19Z"
"moh-address-validation","bcgov","bcgov/moh-address-validation","https://github.com/bcgov/moh-address-validation","","","0","0","149","false","false","false","false","false","true","true","true","true","true","true","2019-10-03T17:56:13Z","2021-05-03T03:07:45Z","2021-05-03T03:07:45Z"
"jag-cullencommission","bcgov","bcgov/jag-cullencommission","https://github.com/bcgov/jag-cullencommission","","CullenCommission.ca - the website of the Commission of Inquiry into Money Laundering in British Columbia.","0","3","2346132","false","false","false","false","false","true","true","true","true","true","true","2019-10-07T18:34:10Z","2021-05-07T21:47:48Z","2021-05-07T21:47:45Z"
"Biodiversity_CC","bcgov","bcgov/Biodiversity_CC","https://github.com/bcgov/Biodiversity_CC","","code to evaluate biodiversity indicators and CC enduring features and refugia","0","0","24","false","false","false","false","false","true","true","true","true","true","true","2019-10-09T16:09:17Z","2019-10-30T04:31:14Z","2020-01-17T00:34:48Z"
"telemetry","bcgov","bcgov/telemetry","https://github.com/bcgov/telemetry","","Repo to store scripts and tools for analysis radio-telemetry data","1","1","115","false","false","false","false","false","true","true","true","true","true","true","2019-10-10T21:55:14Z","2020-12-14T23:04:52Z","2020-12-14T23:04:49Z"
"EDUC-KEYCLOAK-SOAM","bcgov","bcgov/EDUC-KEYCLOAK-SOAM","https://github.com/bcgov/EDUC-KEYCLOAK-SOAM","","","3","0","1051","false","false","false","false","false","true","true","true","true","true","true","2019-10-11T19:08:25Z","2021-02-10T17:50:14Z","2021-02-10T17:50:14Z"
"popProjApp","bcgov","bcgov/popProjApp","https://github.com/bcgov/popProjApp","https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community/population","Temporary repo for development of the population projections app","1","1","2366","false","false","false","false","false","true","true","true","true","true","true","2019-10-11T19:31:23Z","2021-05-05T00:12:51Z","2021-05-05T00:12:53Z"
"hsdProj","bcgov","bcgov/hsdProj","https://github.com/bcgov/hsdProj","","Temporary repo for development of the household projections app","0","0","2353","false","false","false","false","false","true","true","true","true","true","true","2019-10-11T19:32:38Z","2020-12-16T15:48:46Z","2020-12-16T15:48:43Z"
"GCS","bcgov","bcgov/GCS","https://github.com/bcgov/GCS","","R code for the GeoCoding Self-service app","0","1","3886","false","false","false","false","false","true","true","true","true","true","true","2019-10-11T19:33:09Z","2021-02-17T00:50:01Z","2021-02-17T00:49:59Z"
"Forester-Job-Placement","bcgov","bcgov/Forester-Job-Placement","https://github.com/bcgov/Forester-Job-Placement","","Full stack application for forestry workers to find new employment","0","5","31141","false","false","false","false","false","true","true","true","true","true","true","2019-10-15T16:46:46Z","2021-04-26T22:34:58Z","2021-04-26T22:34:55Z"
"embc-ess-mod","bcgov","bcgov/embc-ess-mod","https://github.com/bcgov/embc-ess-mod","","Streamline processes so evacuated individuals can access services easily and efficiently.","3","10","10684","false","false","false","false","false","true","true","true","true","true","true","2019-10-17T21:34:38Z","2021-05-07T23:26:16Z","2021-05-07T23:26:13Z"
"NRPTI","bcgov","bcgov/NRPTI","https://github.com/bcgov/NRPTI","","Natural Resources Public Transparency Initiative","3","10","15538","false","false","false","false","false","true","true","true","false","false","true","2019-10-17T22:24:07Z","2021-05-06T18:27:45Z","2021-05-07T16:30:42Z"
"dpdd-snippets","bcgov","bcgov/dpdd-snippets","https://github.com/bcgov/dpdd-snippets","","R scripts & snippets supporting Data Science & Analytics Branch (OCIO) workflows 👩‍💻👨‍💻","2","1","72","false","false","false","false","false","true","true","true","true","true","true","2019-10-18T18:45:04Z","2021-01-19T01:10:48Z","2021-01-19T01:10:45Z"
"design-system-web-components","bcgov","bcgov/design-system-web-components","https://github.com/bcgov/design-system-web-components","","Web components used for design system","1","1","3768","false","false","false","false","false","true","true","true","true","true","true","2019-10-22T14:53:37Z","2021-02-11T18:05:58Z","2021-02-11T18:06:19Z"
"pipeline-bot","bcgov","bcgov/pipeline-bot","https://github.com/bcgov/pipeline-bot","","A Hubot CI/CD Pipeline Bot for Openshift Container Platform (OCP) with Mattermost adapter","7","2","711","false","false","false","false","false","true","true","true","true","true","true","2019-10-24T23:44:34Z","2020-08-10T05:02:32Z","2020-08-10T05:02:29Z"
"cass-api","bcgov","bcgov/cass-api","https://github.com/bcgov/cass-api","","The API for the Court Administration Scheduling Application","1","1","2482","false","false","false","false","false","true","true","true","true","true","true","2019-10-25T15:21:26Z","2021-03-02T05:16:57Z","2021-03-31T03:18:49Z"
"cass-frontend","bcgov","bcgov/cass-frontend","https://github.com/bcgov/cass-frontend","","The frontend for the Court Administration Scheduling Application","0","2","5166","false","false","false","false","false","true","true","true","true","true","true","2019-10-25T15:31:48Z","2020-03-02T19:05:17Z","2021-05-07T18:07:49Z"
"bc-fwa-river-profiles","bcgov","bcgov/bc-fwa-river-profiles","https://github.com/bcgov/bc-fwa-river-profiles","","Some R code to extract river elevatation profiles using a DEM and the Freshwater Atlas of BC.","1","0","4492","false","false","false","false","false","true","true","true","true","true","true","2019-10-26T02:23:12Z","2021-04-16T16:10:59Z","2021-04-14T21:14:26Z"
"GDX-Analytics-Looker-SBC-Call-Centre","bcgov","bcgov/GDX-Analytics-Looker-SBC-Call-Centre","https://github.com/bcgov/GDX-Analytics-Looker-SBC-Call-Centre","","GDX Analytics Looker block for Service BC Call Centre data","0","0","40","false","false","false","false","false","true","true","true","true","true","true","2019-10-28T05:26:04Z","2020-08-14T22:37:31Z","2021-04-06T20:54:41Z"
"invasivesBC-mussels-iOS","bcgov","bcgov/invasivesBC-mussels-iOS","https://github.com/bcgov/invasivesBC-mussels-iOS","","","0","2","48072","false","false","false","false","false","true","true","true","true","true","true","2019-10-29T22:15:54Z","2021-05-06T17:19:05Z","2021-05-06T17:19:03Z"
"eagle-mobile-inspections","bcgov","bcgov/eagle-mobile-inspections","https://github.com/bcgov/eagle-mobile-inspections","","A mobile phone field inspections app compatible with the EPIC API","1","6","3103","false","false","false","false","false","true","true","true","true","true","true","2019-10-30T17:01:53Z","2020-05-26T16:48:19Z","2020-04-22T21:24:05Z"
"keycloak-group-extension","bcgov","bcgov/keycloak-group-extension","https://github.com/bcgov/keycloak-group-extension","","Keycloak Group Extension forces a user to pick a a group from among those that match a regular expression and puts that into a user attribtue","2","0","38","false","false","false","false","false","true","true","true","true","true","true","2019-10-31T21:08:48Z","2020-11-18T05:40:31Z","2020-11-18T05:40:29Z"
"shinywqg","bcgov","bcgov/shinywqg","https://github.com/bcgov/shinywqg","","A Shiny app for the water quality guideline (WQG) website","3","2","2205","false","false","false","false","false","true","true","true","true","true","true","2019-10-31T21:27:04Z","2021-05-03T20:05:26Z","2021-05-03T20:05:20Z"
"nr-metabase-showcase","bcgov","bcgov/nr-metabase-showcase","https://github.com/bcgov/nr-metabase-showcase","","Metabase Setup instructions, a Spring Boot Quick Start Guide, Metabase Showcase app, Dashboard Viewer app, PostgreSQL Database","1","0","1128","false","false","false","true","false","true","true","false","true","true","true","2019-11-01T23:01:17Z","2021-01-28T17:19:18Z","2021-01-28T00:03:57Z"
"tukey","bcgov","bcgov/tukey","https://github.com/bcgov/tukey","","Keycloak theme ","1","0","138","false","false","false","false","false","true","true","true","true","true","true","2019-11-05T21:31:05Z","2020-04-20T18:24:16Z","2020-12-02T00:20:19Z"
"CANSIM-retail-trade-shiny","bcgov","bcgov/CANSIM-retail-trade-shiny","https://github.com/bcgov/CANSIM-retail-trade-shiny","https://bcstats.shinyapps.io/RetailSalesApp/","R code for visualization app for retail trade data from Statistics Canada","4","1","2511","false","false","false","false","false","true","true","true","true","true","true","2019-11-05T22:11:04Z","2021-01-28T00:49:57Z","2021-01-28T01:02:43Z"
"issuer-kit","bcgov","bcgov/issuer-kit","https://github.com/bcgov/issuer-kit","","Verifiable Credential Issuer Starter Kit","18","24","3516","false","false","false","false","false","true","true","true","true","true","true","2019-11-06T00:40:57Z","2021-04-30T19:52:14Z","2021-04-30T19:52:37Z"
"EDUC-STUDENT-API","bcgov","bcgov/EDUC-STUDENT-API","https://github.com/bcgov/EDUC-STUDENT-API","","","2","0","758","false","false","false","false","false","true","true","true","true","true","true","2019-11-06T00:45:09Z","2021-05-05T17:47:04Z","2021-05-05T17:47:02Z"
"EDUC-PEN-REQUEST-API","bcgov","bcgov/EDUC-PEN-REQUEST-API","https://github.com/bcgov/EDUC-PEN-REQUEST-API","","The backend API logic for the PEN Request application","2","1","780","false","false","false","false","false","true","true","true","true","true","true","2019-11-06T23:06:28Z","2021-05-06T17:08:00Z","2021-05-06T17:07:57Z"
